projectname,project_match_score,project_match_reason,sco,excel_row_number,versionnumber,with_party,started_on,ended_on,total_calendar_days,total_business_days,source_start_event,source_end_event,needs_lori_to_confirm,reasoning_because_this_was_complex,raw_status_text
Public Cloud MCS OpenShift Project (ROSA),100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,CR-CAP-073 MCS OpenShift Custom HW,50,V2,CSBC,2025-10-21,2025-10-23,3,3,Oct 20/25 - V1.1 sent to Province,Oct 23/25 - V2 rec'd,Decimal/interim version numbers appear; confirm the intended version labels. | Version number was inferred as V1 because the source event did not name a version. | Version number was inferred as V3 from an unversioned ADSL/internal event. | Version number was inferred as V5 from an unversioned ADSL/internal event.,Province/CSBC owned the returned version until the return/received date.,"Oct 24/25 - Signed
Oct 23/25 - V2 rec'd; V3 and V3.1 sent to Province; Adobe Sign
Oct 20/25 - V1.1 sent to Province
Oct 15/25 - Sam to confirm if new quotes correct
Sept 23/25 - Province asked some clarifying questions around the ordering of this proposed hardware
Sept 9/25 - on hold; Sam reviewing port counts which may change
Sept 3/25 - V1 sent to Province
Aug 28/25 - with Cathy / Bruce"
Public Cloud MCS OpenShift Project (ROSA),100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,CR-CAP-073 MCS OpenShift Custom HW,50,V3.1,ADSL,2025-10-23,2025-10-23,1,1,Oct 23/25 - V3 and V3.1 sent to Province,Oct 23/25 - V3 and V3.1 sent to Province,Decimal/interim version numbers appear; confirm the intended version labels. | Version number was inferred as V1 because the source event did not name a version. | Version number was inferred as V3 from an unversioned ADSL/internal event. | Version number was inferred as V5 from an unversioned ADSL/internal event.,"The send/submission date is counted with the sender, per Sam.","Oct 24/25 - Signed
Oct 23/25 - V2 rec'd; V3 and V3.1 sent to Province; Adobe Sign
Oct 20/25 - V1.1 sent to Province
Oct 15/25 - Sam to confirm if new quotes correct
Sept 23/25 - Province asked some clarifying questions around the ordering of this proposed hardware
Sept 9/25 - on hold; Sam reviewing port counts which may change
Sept 3/25 - V1 sent to Province
Aug 28/25 - with Cathy / Bruce"
Public Cloud MCS OpenShift Project (ROSA),100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,CR-CAP-073 MCS OpenShift Custom HW,50,V3.1,SIGNINGTIME,2025-10-24,2025-10-24,1,1,Oct 23/25 - V3 and V3.1 sent to Province,Oct 23/25 - Adobe Sign,Decimal/interim version numbers appear; confirm the intended version labels. | Version number was inferred as V1 because the source event did not name a version. | Version number was inferred as V3 from an unversioned ADSL/internal event. | Version number was inferred as V5 from an unversioned ADSL/internal event. | Signing/final workflow inferred after a Province send/submission with no explicit next-version return. | Computed start 2025-10-24 after end 2025-10-23; this row needs human review.,"The next meaningful event after the Province send was signing/final/completed, so no new CSBC editing version was invented.","Oct 24/25 - Signed
Oct 23/25 - V2 rec'd; V3 and V3.1 sent to Province; Adobe Sign
Oct 20/25 - V1.1 sent to Province
Oct 15/25 - Sam to confirm if new quotes correct
Sept 23/25 - Province asked some clarifying questions around the ordering of this proposed hardware
Sept 9/25 - on hold; Sam reviewing port counts which may change
Sept 3/25 - V1 sent to Province
Aug 28/25 - with Cathy / Bruce"
Public Cloud MCS OpenShift Project (ROSA),100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,CR-CAP-074 Redhat OpenShift MCS Srvrs,51,V1,ADSL,2025-09-17,2025-09-18,2,2,Sep 17/25 - with Tyler,Sep 18/25 - V1 sent to Province,Version number was inferred as V1 because the source event did not name a version.,"The send/submission date is counted with the sender, per Sam.","Oct 1/25 - Signed
Sept 26/25 - Adobe Sign
Sept 18/25 - V1 sent to Province
Sept 17/25 - with Tyler"
Public Cloud MCS OpenShift Project (ROSA),100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,CR-CAP-074 Redhat OpenShift MCS Srvrs,51,V1,SIGNINGTIME,2025-09-19,2025-09-26,8,6,Sep 18/25 - V1 sent to Province,Sep 26/25 - Adobe Sign,Version number was inferred as V1 because the source event did not name a version. | Signing/final workflow inferred after a Province send/submission with no explicit next-version return.,"The next meaningful event after the Province send was signing/final/completed, so no new CSBC editing version was invented.","Oct 1/25 - Signed
Sept 26/25 - Adobe Sign
Sept 18/25 - V1 sent to Province
Sept 17/25 - with Tyler"
Public Cloud MCS OpenShift Project (ROSA),100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,CR-CAP-078 Redhat OpenShift MCS Srvrs,52,V1,ADSL,2025-09-29,2025-10-01,3,3,Sep 29/25 - with Tyler,Oct 1/25 - V1 sent to Province,Version number was inferred as V1 because the source event did not name a version.,"The send/submission date is counted with the sender, per Sam.","Oct 27/25 - Signed
Oct 23/25 - quote rec'd; with Chris for PR
Oct 22/25 - approved for signing; quote requested
Oct 15/25 - V3 sent to Province (upgrade removed)
Oct 14/25 - V2 rec'd
Oct 1/25 - V1 sent to Province
Sept 29/25 - with Tyler"
Public Cloud MCS OpenShift Project (ROSA),100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,CR-CAP-078 Redhat OpenShift MCS Srvrs,52,V2,CSBC,2025-10-02,2025-10-14,13,9,Oct 1/25 - V1 sent to Province,Oct 14/25 - V2 rec'd,Version number was inferred as V1 because the source event did not name a version.,Province/CSBC owned the returned version until the return/received date.,"Oct 27/25 - Signed
Oct 23/25 - quote rec'd; with Chris for PR
Oct 22/25 - approved for signing; quote requested
Oct 15/25 - V3 sent to Province (upgrade removed)
Oct 14/25 - V2 rec'd
Oct 1/25 - V1 sent to Province
Sept 29/25 - with Tyler"
Public Cloud MCS OpenShift Project (ROSA),100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,CR-CAP-078 Redhat OpenShift MCS Srvrs,52,V3,ADSL,2025-10-15,2025-10-15,1,1,Oct 15/25 - V3 sent to Province (upgrade removed),Oct 15/25 - V3 sent to Province (upgrade removed),Version number was inferred as V1 because the source event did not name a version.,"The send/submission date is counted with the sender, per Sam.","Oct 27/25 - Signed
Oct 23/25 - quote rec'd; with Chris for PR
Oct 22/25 - approved for signing; quote requested
Oct 15/25 - V3 sent to Province (upgrade removed)
Oct 14/25 - V2 rec'd
Oct 1/25 - V1 sent to Province
Sept 29/25 - with Tyler"
Public Cloud MCS OpenShift Project (ROSA),100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,CR-CAP-078 Redhat OpenShift MCS Srvrs,52,V3,SIGNINGTIME,2025-10-16,2025-10-22,7,5,Oct 15/25 - V3 sent to Province (upgrade removed),Oct 22/25 - approved for signing,Version number was inferred as V1 because the source event did not name a version. | Signing/final workflow inferred after a Province send/submission with no explicit next-version return.,"The next meaningful event after the Province send was signing/final/completed, so no new CSBC editing version was invented.","Oct 27/25 - Signed
Oct 23/25 - quote rec'd; with Chris for PR
Oct 22/25 - approved for signing; quote requested
Oct 15/25 - V3 sent to Province (upgrade removed)
Oct 14/25 - V2 rec'd
Oct 1/25 - V1 sent to Province
Sept 29/25 - with Tyler"
Patch Management Phase 2,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-482 Patch Management Phase 2,53,V1,ADSL,2023-01-25,2023-01-27,3,3,Jan 25/23 - With Jen to draft,Jan 27/23 - Sent to Province,Version number was inferred as V1 because the source event did not name a version. | Version number was inferred as V1 from an unversioned Province submission line.,"The send/submission date is counted with the sender, per Sam.","Feb 16/23 - Completed
Feb 16/23 - Final sent to Province for signature
Feb 15/23 - With Sian for signature approval
Feb 13/23 - Province requested to move to Final
Feb 8/23 - V3 Sent to Province
Feb 8/23 - With Cathy/Lori
Feb 3/23 - V2 back from Province with comments
Jan 27/23 - Sent to Province
Jan 27/23 - With Sian
Jan 26/23 - With Lori/Cathy for review
Jan 26/23 - Requested pricing table from Cathy
Jan 25/23 - With Jen to draft"
Patch Management Phase 2,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-482 Patch Management Phase 2,53,V2,CSBC,2023-01-28,2023-02-03,7,5,Jan 27/23 - Sent to Province,Feb 3/23 - V2 back from Province with comments,Version number was inferred as V1 because the source event did not name a version. | Version number was inferred as V1 from an unversioned Province submission line. | Unversioned submission was treated as V1; confirm.,Province/CSBC owned the returned version until the return/received date.,"Feb 16/23 - Completed
Feb 16/23 - Final sent to Province for signature
Feb 15/23 - With Sian for signature approval
Feb 13/23 - Province requested to move to Final
Feb 8/23 - V3 Sent to Province
Feb 8/23 - With Cathy/Lori
Feb 3/23 - V2 back from Province with comments
Jan 27/23 - Sent to Province
Jan 27/23 - With Sian
Jan 26/23 - With Lori/Cathy for review
Jan 26/23 - Requested pricing table from Cathy
Jan 25/23 - With Jen to draft"
Patch Management Phase 2,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-482 Patch Management Phase 2,53,V3,ADSL,2023-02-08,2023-02-08,1,1,Feb 8/23 - With Cathy/Lori,Feb 8/23 - V3 Sent to Province,Version number was inferred as V1 because the source event did not name a version. | Version number was inferred as V1 from an unversioned Province submission line. | Version number was inferred as V3 from an unversioned ADSL/internal event.,"The send/submission date is counted with the sender, per Sam.","Feb 16/23 - Completed
Feb 16/23 - Final sent to Province for signature
Feb 15/23 - With Sian for signature approval
Feb 13/23 - Province requested to move to Final
Feb 8/23 - V3 Sent to Province
Feb 8/23 - With Cathy/Lori
Feb 3/23 - V2 back from Province with comments
Jan 27/23 - Sent to Province
Jan 27/23 - With Sian
Jan 26/23 - With Lori/Cathy for review
Jan 26/23 - Requested pricing table from Cathy
Jan 25/23 - With Jen to draft"
Patch Management Phase 2,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-482 Patch Management Phase 2,53,V3,SIGNINGTIME,2023-02-09,2023-02-13,5,3,Feb 8/23 - V3 Sent to Province,Feb 13/23 - Province requested to move to Final,Version number was inferred as V1 because the source event did not name a version. | Version number was inferred as V1 from an unversioned Province submission line. | Version number was inferred as V3 from an unversioned ADSL/internal event. | Signing/final workflow inferred after a Province send/submission with no explicit next-version return.,"The next meaningful event after the Province send was signing/final/completed, so no new CSBC editing version was invented.","Feb 16/23 - Completed
Feb 16/23 - Final sent to Province for signature
Feb 15/23 - With Sian for signature approval
Feb 13/23 - Province requested to move to Final
Feb 8/23 - V3 Sent to Province
Feb 8/23 - With Cathy/Lori
Feb 3/23 - V2 back from Province with comments
Jan 27/23 - Sent to Province
Jan 27/23 - With Sian
Jan 26/23 - With Lori/Cathy for review
Jan 26/23 - Requested pricing table from Cathy
Jan 25/23 - With Jen to draft"
IT Modernization Roadmap,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-484 IT Modernization Roadmap,54,V1,ADSL,2023-01-31,2023-02-01,2,2,Jan 31/23 - Lori Sent SOW,Feb 1/23 - V1 sent to Province,Version number was inferred as V1 because the source event did not name a version.,"The send/submission date is counted with the sender, per Sam.","Mar 14/23 - Completed/signed
Mar 10/23 - Final sent to Province
Mar 10/23 - Province requested to move to signature, with Sian
Mar 7/23 - V4 sent to Province 
Mar 2/23 - Q with Cathy
Feb 22/23 - With Jen to amend/review
Feb 22/23 - Sent to Cathy for review
Feb 16/23 - V3 back from Province
Feb 10/23 - V2 sent to Province
Feb 9/23 - Updates to SOW, V2 with Lori for review
Feb 1/23 - V1 sent to Province
Feb 1/23 - With Sian
Feb 1/23 - Draft sent to Cathy/Lori for review
Jan 31/23 - Lori Sent SOW"
IT Modernization Roadmap,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-484 IT Modernization Roadmap,54,V2,CSBC,2023-02-02,2023-02-08,7,5,Feb 1/23 - V1 sent to Province,"Feb 9/23 - Updates to SOW, V2 with Lori for review",Version number was inferred as V1 because the source event did not name a version. | Inferred CSBC interval after Province submission because the next concrete event was ADSL/internal work on 2023-02-09. | Same version V2 appears with both ADSL and CSBC in this generated output; Lori should confirm because this is usually impossible.,"Province had the document after a submission, then ADSL/internal work resumed before the next submission/signing event.","Mar 14/23 - Completed/signed
Mar 10/23 - Final sent to Province
Mar 10/23 - Province requested to move to signature, with Sian
Mar 7/23 - V4 sent to Province 
Mar 2/23 - Q with Cathy
Feb 22/23 - With Jen to amend/review
Feb 22/23 - Sent to Cathy for review
Feb 16/23 - V3 back from Province
Feb 10/23 - V2 sent to Province
Feb 9/23 - Updates to SOW, V2 with Lori for review
Feb 1/23 - V1 sent to Province
Feb 1/23 - With Sian
Feb 1/23 - Draft sent to Cathy/Lori for review
Jan 31/23 - Lori Sent SOW"
IT Modernization Roadmap,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-484 IT Modernization Roadmap,54,V3,ADSL,2023-02-09,2023-02-10,2,2,"Feb 9/23 - Updates to SOW, V2 with Lori for review",Feb 10/23 - V2 sent to Province,Version number was inferred as V1 because the source event did not name a version. | Same version V2 appears with both ADSL and CSBC in this generated output; Lori should confirm because this is usually impossible. | Version label normalized from V2 to V3 to avoid assigning the same version to both ADSL and CSBC.,"The send/submission date is counted with the sender, per Sam. Version labels were normalized by ownership turn: after CSBC has a version, the next ADSL work is treated as the next version even if Lori shorthand repeats the received version label.","Mar 14/23 - Completed/signed
Mar 10/23 - Final sent to Province
Mar 10/23 - Province requested to move to signature, with Sian
Mar 7/23 - V4 sent to Province 
Mar 2/23 - Q with Cathy
Feb 22/23 - With Jen to amend/review
Feb 22/23 - Sent to Cathy for review
Feb 16/23 - V3 back from Province
Feb 10/23 - V2 sent to Province
Feb 9/23 - Updates to SOW, V2 with Lori for review
Feb 1/23 - V1 sent to Province
Feb 1/23 - With Sian
Feb 1/23 - Draft sent to Cathy/Lori for review
Jan 31/23 - Lori Sent SOW"
IT Modernization Roadmap,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-484 IT Modernization Roadmap,54,V4,CSBC,2023-02-11,2023-02-16,6,4,Feb 10/23 - V2 sent to Province,Feb 16/23 - V3 back from Province,Version number was inferred as V1 because the source event did not name a version. | Version label normalized from V3 to V4 to avoid assigning the same version to both ADSL and CSBC.,"Province/CSBC owned the returned version until the return/received date. Version labels were normalized by ownership turn: after CSBC has a version, the next ADSL work is treated as the next version even if Lori shorthand repeats the received version label.","Mar 14/23 - Completed/signed
Mar 10/23 - Final sent to Province
Mar 10/23 - Province requested to move to signature, with Sian
Mar 7/23 - V4 sent to Province 
Mar 2/23 - Q with Cathy
Feb 22/23 - With Jen to amend/review
Feb 22/23 - Sent to Cathy for review
Feb 16/23 - V3 back from Province
Feb 10/23 - V2 sent to Province
Feb 9/23 - Updates to SOW, V2 with Lori for review
Feb 1/23 - V1 sent to Province
Feb 1/23 - With Sian
Feb 1/23 - Draft sent to Cathy/Lori for review
Jan 31/23 - Lori Sent SOW"
