projectname,project_match_score,project_match_reason,sco,excel_row_number,versionnumber,with_party,started_on,ended_on,total_calendar_days,total_business_days,source_start_event,source_end_event,needs_lori_to_confirm,raw_status_text
Patch Management Phase 3A,88,token overlap 1/3; hint matched: patch,SCO-PROV-733 Amd SCO-662 Patch Mgmt Proj Date,111,V1,ADSL,2025-04-08,2025-04-14,7,5,"Apr 8/25 - Approved PCR to extend date, drafting SCO",Apr 14/25 - V1 sent to Province,"Lori: please confirm this project/SCO mapping. This is an educated guess: ""Patch Management Phase 3A"" -> ""SCO-PROV-733 Amd SCO-662 Patch Mgmt Proj Date"" (token overlap 1/3; hint matched: patch, score 88).","Apr 30/25 - Completed
Apr 30/25 - In AdobeSign for signautres
Apr 29/25 - Approval to move to final
Apr 14/25 - V1 sent to Province
Apr 11/25 - With Sian
Apr 10/25 - With Tyler
Apr 10/25 - With Killian
Apr 8/25 - Approved PCR to extend date, drafting SCO"
Patch Management Phase 3A,88,token overlap 1/3; hint matched: patch,SCO-PROV-733 Amd SCO-662 Patch Mgmt Proj Date,111,V1,SIGNINGTIME,2025-04-29,2025-04-30,2,2,Apr 29/25 - Approval to move to final,Apr 30/25 - In AdobeSign for signautres,"Lori: please confirm this project/SCO mapping. This is an educated guess: ""Patch Management Phase 3A"" -> ""SCO-PROV-733 Amd SCO-662 Patch Mgmt Proj Date"" (token overlap 1/3; hint matched: patch, score 88).","Apr 30/25 - Completed
Apr 30/25 - In AdobeSign for signautres
Apr 29/25 - Approval to move to final
Apr 14/25 - V1 sent to Province
Apr 11/25 - With Sian
Apr 10/25 - With Tyler
Apr 10/25 - With Killian
Apr 8/25 - Approved PCR to extend date, drafting SCO"
Patch Management Phase 3B,88,token overlap 2/3; hint matched: patch,SCO-PROV-472 Patch Management Phase 1b,16,V1,ADSL,2022-11-30,2022-12-13,14,10,Nov 30/22 - SOW with Sian,Dec 13/22 - Sent to Province,"Lori: please confirm this project/SCO mapping. This is an educated guess: ""Patch Management Phase 3B"" -> ""SCO-PROV-472 Patch Management Phase 1b"" (token overlap 2/3; hint matched: patch, score 88).","Feb 9/23 - Signed
Feb 8/23 - WIth Province for signature
Feb 7/23 - With Sian
Feb 6/23 - Province agreed to move to signature
Jan 31/23 - V5 sent to Province
Jan 25/23 - With Cathy
Jan 20/23 - V4 received from the Province
Jan 4/23 - V3 sent to Province
Jan 3/23 - V3 in Draft with Jen
Dec 22/22 - V2 received from Province 
Dec 13/22 - Sent to Province
Dec 6/22 - with Sian for review
Dec 6/22 - with Cathy for review
Nov 30/22 - SOW with Sian"
Patch Management Phase 3B,88,token overlap 2/3; hint matched: patch,SCO-PROV-472 Patch Management Phase 1b,16,V2,CSBC,2022-12-14,2023-01-03,21,15,Next day after: Dec 13/22 - Sent to Province,Jan 3/23 - V3 in Draft with Jen,"Lori: please confirm this project/SCO mapping. This is an educated guess: ""Patch Management Phase 3B"" -> ""SCO-PROV-472 Patch Management Phase 1b"" (token overlap 2/3; hint matched: patch, score 88).","Feb 9/23 - Signed
Feb 8/23 - WIth Province for signature
Feb 7/23 - With Sian
Feb 6/23 - Province agreed to move to signature
Jan 31/23 - V5 sent to Province
Jan 25/23 - With Cathy
Jan 20/23 - V4 received from the Province
Jan 4/23 - V3 sent to Province
Jan 3/23 - V3 in Draft with Jen
Dec 22/22 - V2 received from Province 
Dec 13/22 - Sent to Province
Dec 6/22 - with Sian for review
Dec 6/22 - with Cathy for review
Nov 30/22 - SOW with Sian"
Patch Management Phase 3B,88,token overlap 2/3; hint matched: patch,SCO-PROV-472 Patch Management Phase 1b,16,V3,ADSL,2023-01-03,2023-01-04,2,2,Jan 3/23 - V3 in Draft with Jen,Jan 4/23 - V3 sent to Province,"Lori: please confirm this project/SCO mapping. This is an educated guess: ""Patch Management Phase 3B"" -> ""SCO-PROV-472 Patch Management Phase 1b"" (token overlap 2/3; hint matched: patch, score 88).","Feb 9/23 - Signed
Feb 8/23 - WIth Province for signature
Feb 7/23 - With Sian
Feb 6/23 - Province agreed to move to signature
Jan 31/23 - V5 sent to Province
Jan 25/23 - With Cathy
Jan 20/23 - V4 received from the Province
Jan 4/23 - V3 sent to Province
Jan 3/23 - V3 in Draft with Jen
Dec 22/22 - V2 received from Province 
Dec 13/22 - Sent to Province
Dec 6/22 - with Sian for review
Dec 6/22 - with Cathy for review
Nov 30/22 - SOW with Sian"
Patch Management Phase 3B,88,token overlap 2/3; hint matched: patch,SCO-PROV-472 Patch Management Phase 1b,16,V4,CSBC,2023-01-05,2023-01-25,21,15,Next day after: Jan 4/23 - V3 sent to Province,Jan 25/23 - With Cathy,"Lori: inferred handoff to ADSL from internal ADSL work line; please confirm. Lori: please confirm this project/SCO mapping. This is an educated guess: ""Patch Management Phase 3B"" -> ""SCO-PROV-472 Patch Management Phase 1b"" (token overlap 2/3; hint matched: patch, score 88).","Feb 9/23 - Signed
Feb 8/23 - WIth Province for signature
Feb 7/23 - With Sian
Feb 6/23 - Province agreed to move to signature
Jan 31/23 - V5 sent to Province
Jan 25/23 - With Cathy
Jan 20/23 - V4 received from the Province
Jan 4/23 - V3 sent to Province
Jan 3/23 - V3 in Draft with Jen
Dec 22/22 - V2 received from Province 
Dec 13/22 - Sent to Province
Dec 6/22 - with Sian for review
Dec 6/22 - with Cathy for review
Nov 30/22 - SOW with Sian"
Patch Management Phase 3B,88,token overlap 2/3; hint matched: patch,SCO-PROV-472 Patch Management Phase 1b,16,V5,ADSL,2023-01-25,2023-01-31,7,5,Jan 25/23 - With Cathy,Jan 31/23 - V5 sent to Province,"Lori: please confirm this project/SCO mapping. This is an educated guess: ""Patch Management Phase 3B"" -> ""SCO-PROV-472 Patch Management Phase 1b"" (token overlap 2/3; hint matched: patch, score 88).","Feb 9/23 - Signed
Feb 8/23 - WIth Province for signature
Feb 7/23 - With Sian
Feb 6/23 - Province agreed to move to signature
Jan 31/23 - V5 sent to Province
Jan 25/23 - With Cathy
Jan 20/23 - V4 received from the Province
Jan 4/23 - V3 sent to Province
Jan 3/23 - V3 in Draft with Jen
Dec 22/22 - V2 received from Province 
Dec 13/22 - Sent to Province
Dec 6/22 - with Sian for review
Dec 6/22 - with Cathy for review
Nov 30/22 - SOW with Sian"
Patch Management Phase 3B,88,token overlap 2/3; hint matched: patch,SCO-PROV-472 Patch Management Phase 1b,16,V6,CSBC,2023-02-01,2023-02-07,7,5,Next day after: Jan 31/23 - V5 sent to Province,Feb 7/23 - With Sian,"Lori: inferred handoff to ADSL from internal ADSL work line; please confirm. Lori: please confirm this project/SCO mapping. This is an educated guess: ""Patch Management Phase 3B"" -> ""SCO-PROV-472 Patch Management Phase 1b"" (token overlap 2/3; hint matched: patch, score 88).","Feb 9/23 - Signed
Feb 8/23 - WIth Province for signature
Feb 7/23 - With Sian
Feb 6/23 - Province agreed to move to signature
Jan 31/23 - V5 sent to Province
Jan 25/23 - With Cathy
Jan 20/23 - V4 received from the Province
Jan 4/23 - V3 sent to Province
Jan 3/23 - V3 in Draft with Jen
Dec 22/22 - V2 received from Province 
Dec 13/22 - Sent to Province
Dec 6/22 - with Sian for review
Dec 6/22 - with Cathy for review
Nov 30/22 - SOW with Sian"
Patch Management Phase 3B,88,token overlap 2/3; hint matched: patch,SCO-PROV-472 Patch Management Phase 1b,16,V6,SIGNINGTIME,2023-02-06,2023-02-09,4,4,Feb 6/23 - Province agreed to move to signature,Feb 9/23 - Signed,"Lori: please confirm this project/SCO mapping. This is an educated guess: ""Patch Management Phase 3B"" -> ""SCO-PROV-472 Patch Management Phase 1b"" (token overlap 2/3; hint matched: patch, score 88).","Feb 9/23 - Signed
Feb 8/23 - WIth Province for signature
Feb 7/23 - With Sian
Feb 6/23 - Province agreed to move to signature
Jan 31/23 - V5 sent to Province
Jan 25/23 - With Cathy
Jan 20/23 - V4 received from the Province
Jan 4/23 - V3 sent to Province
Jan 3/23 - V3 in Draft with Jen
Dec 22/22 - V2 received from Province 
Dec 13/22 - Sent to Province
Dec 6/22 - with Sian for review
Dec 6/22 - with Cathy for review
Nov 30/22 - SOW with Sian"
Patch Management Phase 3B,88,token overlap 2/3; hint matched: patch,SCO-PROV-482 Patch Management Phase 2,26,V1,ADSL,2023-01-25,2023-01-27,3,3,Jan 25/23 - With Jen to draft,Jan 27/23 - Sent to Province,"Lori: please confirm this project/SCO mapping. This is an educated guess: ""Patch Management Phase 3B"" -> ""SCO-PROV-482 Patch Management Phase 2"" (token overlap 2/3; hint matched: patch, score 88).","Feb 16/23 - Completed
Feb 16/23 - Final sent to Province for signature
Feb 15/23 - With Sian for signature approval
Feb 13/23 - Province requested to move to Final
Feb 8/23 - V3 Sent to Province
Feb 8/23 - With Cathy/Lori
Feb 3/23 - V2 back from Province with comments
Jan 27/23 - Sent to Province
Jan 27/23 - With Sian
Jan 26/23 - With Lori/Cathy for review
Jan 26/23 - Requested pricing table from Cathy
Jan 25/23 - With Jen to draft"
Patch Management Phase 3B,88,token overlap 2/3; hint matched: patch,SCO-PROV-482 Patch Management Phase 2,26,V2,CSBC,2023-01-28,2023-02-03,7,5,Next day after: Jan 27/23 - Sent to Province,Feb 3/23 - V2 back from Province with comments,"Lori: please confirm this project/SCO mapping. This is an educated guess: ""Patch Management Phase 3B"" -> ""SCO-PROV-482 Patch Management Phase 2"" (token overlap 2/3; hint matched: patch, score 88).","Feb 16/23 - Completed
Feb 16/23 - Final sent to Province for signature
Feb 15/23 - With Sian for signature approval
Feb 13/23 - Province requested to move to Final
Feb 8/23 - V3 Sent to Province
Feb 8/23 - With Cathy/Lori
Feb 3/23 - V2 back from Province with comments
Jan 27/23 - Sent to Province
Jan 27/23 - With Sian
Jan 26/23 - With Lori/Cathy for review
Jan 26/23 - Requested pricing table from Cathy
Jan 25/23 - With Jen to draft"
Patch Management Phase 3B,88,token overlap 2/3; hint matched: patch,SCO-PROV-482 Patch Management Phase 2,26,V3,ADSL,2023-02-04,2023-02-08,5,3,Next day after: Feb 3/23 - V2 back from Province with comments,Feb 8/23 - V3 Sent to Province,"Lori: please confirm this project/SCO mapping. This is an educated guess: ""Patch Management Phase 3B"" -> ""SCO-PROV-482 Patch Management Phase 2"" (token overlap 2/3; hint matched: patch, score 88).","Feb 16/23 - Completed
Feb 16/23 - Final sent to Province for signature
Feb 15/23 - With Sian for signature approval
Feb 13/23 - Province requested to move to Final
Feb 8/23 - V3 Sent to Province
Feb 8/23 - With Cathy/Lori
Feb 3/23 - V2 back from Province with comments
Jan 27/23 - Sent to Province
Jan 27/23 - With Sian
Jan 26/23 - With Lori/Cathy for review
Jan 26/23 - Requested pricing table from Cathy
Jan 25/23 - With Jen to draft"
Patch Management Phase 3B,88,token overlap 2/3; hint matched: patch,SCO-PROV-482 Patch Management Phase 2,26,V3,SIGNINGTIME,2023-02-13,2023-02-16,4,4,Feb 13/23 - Province requested to move to Final,Feb 16/23 - Final sent to Province for signature,"Lori: please confirm this project/SCO mapping. This is an educated guess: ""Patch Management Phase 3B"" -> ""SCO-PROV-482 Patch Management Phase 2"" (token overlap 2/3; hint matched: patch, score 88).","Feb 16/23 - Completed
Feb 16/23 - Final sent to Province for signature
Feb 15/23 - With Sian for signature approval
Feb 13/23 - Province requested to move to Final
Feb 8/23 - V3 Sent to Province
Feb 8/23 - With Cathy/Lori
Feb 3/23 - V2 back from Province with comments
Jan 27/23 - Sent to Province
Jan 27/23 - With Sian
Jan 26/23 - With Lori/Cathy for review
Jan 26/23 - Requested pricing table from Cathy
Jan 25/23 - With Jen to draft"
Patch Management Phase 3B,88,token overlap 1/3; hint matched: patch,SCO-PROV-733 Amd SCO-662 Patch Mgmt Proj Date,111,V1,ADSL,2025-04-08,2025-04-14,7,5,"Apr 8/25 - Approved PCR to extend date, drafting SCO",Apr 14/25 - V1 sent to Province,"Lori: please confirm this project/SCO mapping. This is an educated guess: ""Patch Management Phase 3B"" -> ""SCO-PROV-733 Amd SCO-662 Patch Mgmt Proj Date"" (token overlap 1/3; hint matched: patch, score 88).","Apr 30/25 - Completed
Apr 30/25 - In AdobeSign for signautres
Apr 29/25 - Approval to move to final
Apr 14/25 - V1 sent to Province
Apr 11/25 - With Sian
Apr 10/25 - With Tyler
Apr 10/25 - With Killian
Apr 8/25 - Approved PCR to extend date, drafting SCO"
Patch Management Phase 3B,88,token overlap 1/3; hint matched: patch,SCO-PROV-733 Amd SCO-662 Patch Mgmt Proj Date,111,V1,SIGNINGTIME,2025-04-29,2025-04-30,2,2,Apr 29/25 - Approval to move to final,Apr 30/25 - In AdobeSign for signautres,"Lori: please confirm this project/SCO mapping. This is an educated guess: ""Patch Management Phase 3B"" -> ""SCO-PROV-733 Amd SCO-662 Patch Mgmt Proj Date"" (token overlap 1/3; hint matched: patch, score 88).","Apr 30/25 - Completed
Apr 30/25 - In AdobeSign for signautres
Apr 29/25 - Approval to move to final
Apr 14/25 - V1 sent to Province
Apr 11/25 - With Sian
Apr 10/25 - With Tyler
Apr 10/25 - With Killian
Apr 8/25 - Approved PCR to extend date, drafting SCO"
Public Cloud MCS OpenShift Project (ROSA),88,token overlap 2/5; hint matched: mcs openshift; hint matched: openshift,CR-CAP-053 CITZ MCS OpenShift Server,212,V1,ADSL,2025-06-25,2025-07-04,10,8,June 25/25 - with Cathy / Adam,July 4/25 - V1 sent to Province,"Lori: please confirm this project/SCO mapping. This is an educated guess: ""Public Cloud MCS OpenShift Project (ROSA)"" -> ""CR-CAP-053 CITZ MCS OpenShift Server"" (token overlap 2/5; hint matched: mcs openshift; hint matched: openshift, score 88).","Aug 13/25 - Adobe Sign
July 30/25 - V3 sent to Province
July 28/25 - V2.1 rec'd
July 22/25 - V1.1 sent to Province
July 4/25 - V1 sent to Province
June 25/25 - with Cathy / Adam"
Public Cloud MCS OpenShift Project (ROSA),88,token overlap 2/5; hint matched: mcs openshift; hint matched: openshift,CR-CAP-053 CITZ MCS OpenShift Server,212,V2,CSBC,2025-07-05,2025-07-22,18,12,Next day after: July 4/25 - V1 sent to Province,July 22/25 - V1.1 sent to Province,"Lori: please confirm this project/SCO mapping. This is an educated guess: ""Public Cloud MCS OpenShift Project (ROSA)"" -> ""CR-CAP-053 CITZ MCS OpenShift Server"" (token overlap 2/5; hint matched: mcs openshift; hint matched: openshift, score 88).","Aug 13/25 - Adobe Sign
July 30/25 - V3 sent to Province
July 28/25 - V2.1 rec'd
July 22/25 - V1.1 sent to Province
July 4/25 - V1 sent to Province
June 25/25 - with Cathy / Adam"
Public Cloud MCS OpenShift Project (ROSA),88,token overlap 2/5; hint matched: mcs openshift; hint matched: openshift,CR-CAP-053 CITZ MCS OpenShift Server,212,V1.1,ADSL,2025-07-22,2025-07-22,1,1,July 22/25 - V1.1 sent to Province,July 22/25 - V1.1 sent to Province,"Lori: please confirm this project/SCO mapping. This is an educated guess: ""Public Cloud MCS OpenShift Project (ROSA)"" -> ""CR-CAP-053 CITZ MCS OpenShift Server"" (token overlap 2/5; hint matched: mcs openshift; hint matched: openshift, score 88).","Aug 13/25 - Adobe Sign
July 30/25 - V3 sent to Province
July 28/25 - V2.1 rec'd
July 22/25 - V1.1 sent to Province
July 4/25 - V1 sent to Province
June 25/25 - with Cathy / Adam"
Public Cloud MCS OpenShift Project (ROSA),88,token overlap 2/5; hint matched: mcs openshift; hint matched: openshift,CR-CAP-053 CITZ MCS OpenShift Server,212,V2.1,CSBC,2025-07-23,2025-07-28,6,4,Next day after: July 22/25 - V1.1 sent to Province,July 28/25 - V2.1 rec'd,"Lori: please confirm this project/SCO mapping. This is an educated guess: ""Public Cloud MCS OpenShift Project (ROSA)"" -> ""CR-CAP-053 CITZ MCS OpenShift Server"" (token overlap 2/5; hint matched: mcs openshift; hint matched: openshift, score 88).","Aug 13/25 - Adobe Sign
July 30/25 - V3 sent to Province
July 28/25 - V2.1 rec'd
July 22/25 - V1.1 sent to Province
July 4/25 - V1 sent to Province
June 25/25 - with Cathy / Adam"
Public Cloud MCS OpenShift Project (ROSA),88,token overlap 2/5; hint matched: mcs openshift; hint matched: openshift,CR-CAP-053 CITZ MCS OpenShift Server,212,V3,ADSL,2025-07-29,2025-07-30,2,2,Next day after: July 28/25 - V2.1 rec'd,July 30/25 - V3 sent to Province,"Lori: please confirm this project/SCO mapping. This is an educated guess: ""Public Cloud MCS OpenShift Project (ROSA)"" -> ""CR-CAP-053 CITZ MCS OpenShift Server"" (token overlap 2/5; hint matched: mcs openshift; hint matched: openshift, score 88).","Aug 13/25 - Adobe Sign
July 30/25 - V3 sent to Province
July 28/25 - V2.1 rec'd
July 22/25 - V1.1 sent to Province
July 4/25 - V1 sent to Province
June 25/25 - with Cathy / Adam"
Public Cloud MCS OpenShift Project (ROSA),88,token overlap 2/5; hint matched: mcs openshift; hint matched: openshift,CR-CAP-053 CITZ MCS OpenShift Server,212,V3,SIGNINGTIME,2025-08-13,2025-08-13,1,1,Aug 13/25 - Adobe Sign,Aug 13/25 - Adobe Sign,"Lori: please confirm this project/SCO mapping. This is an educated guess: ""Public Cloud MCS OpenShift Project (ROSA)"" -> ""CR-CAP-053 CITZ MCS OpenShift Server"" (token overlap 2/5; hint matched: mcs openshift; hint matched: openshift, score 88).","Aug 13/25 - Adobe Sign
July 30/25 - V3 sent to Province
July 28/25 - V2.1 rec'd
July 22/25 - V1.1 sent to Province
July 4/25 - V1 sent to Province
June 25/25 - with Cathy / Adam"
Public Cloud MCS OpenShift Project (ROSA),88,token overlap 1/5; hint matched: openshift,CR-CAP-055 OpenShift Licenses,214,V1,ADSL,2025-05-29,2025-07-08,41,29,May 29/25 - Pricing sent to Dan Kenyan; updated quote requested,July 8/25 - V1 sent to Province,"Lori: please confirm this project/SCO mapping. This is an educated guess: ""Public Cloud MCS OpenShift Project (ROSA)"" -> ""CR-CAP-055 OpenShift Licenses"" (token overlap 1/5; hint matched: openshift, score 88).","July 24/25 - Adobe Sign
July 14/25 - V3 sent to Province
July 9/25 - V2 rec'd; new quote rec'd; with Cathy
July 8/25 - V1 sent to Province
May 29/25 - Pricing sent to Dan Kenyan; updated quote requested"
Public Cloud MCS OpenShift Project (ROSA),88,token overlap 1/5; hint matched: openshift,CR-CAP-055 OpenShift Licenses,214,V2,CSBC,2025-07-09,2025-07-09,1,1,Next day after: July 8/25 - V1 sent to Province,July 9/25 - V2 rec'd; new quote rec'd; with Cathy,"Lori: please confirm this project/SCO mapping. This is an educated guess: ""Public Cloud MCS OpenShift Project (ROSA)"" -> ""CR-CAP-055 OpenShift Licenses"" (token overlap 1/5; hint matched: openshift, score 88).","July 24/25 - Adobe Sign
July 14/25 - V3 sent to Province
July 9/25 - V2 rec'd; new quote rec'd; with Cathy
July 8/25 - V1 sent to Province
May 29/25 - Pricing sent to Dan Kenyan; updated quote requested"
Public Cloud MCS OpenShift Project (ROSA),88,token overlap 1/5; hint matched: openshift,CR-CAP-055 OpenShift Licenses,214,V3,ADSL,2025-07-10,2025-07-14,5,3,Next day after: July 9/25 - V2 rec'd; new quote rec'd; with Cathy,July 14/25 - V3 sent to Province,"Lori: please confirm this project/SCO mapping. This is an educated guess: ""Public Cloud MCS OpenShift Project (ROSA)"" -> ""CR-CAP-055 OpenShift Licenses"" (token overlap 1/5; hint matched: openshift, score 88).","July 24/25 - Adobe Sign
July 14/25 - V3 sent to Province
July 9/25 - V2 rec'd; new quote rec'd; with Cathy
July 8/25 - V1 sent to Province
May 29/25 - Pricing sent to Dan Kenyan; updated quote requested"
Public Cloud MCS OpenShift Project (ROSA),88,token overlap 1/5; hint matched: openshift,CR-CAP-055 OpenShift Licenses,214,V3,SIGNINGTIME,2025-07-24,2025-07-24,1,1,July 24/25 - Adobe Sign,July 24/25 - Adobe Sign,"Lori: please confirm this project/SCO mapping. This is an educated guess: ""Public Cloud MCS OpenShift Project (ROSA)"" -> ""CR-CAP-055 OpenShift Licenses"" (token overlap 1/5; hint matched: openshift, score 88).","July 24/25 - Adobe Sign
July 14/25 - V3 sent to Province
July 9/25 - V2 rec'd; new quote rec'd; with Cathy
July 8/25 - V1 sent to Province
May 29/25 - Pricing sent to Dan Kenyan; updated quote requested"
